Cameron,Texas,3947.0,103675
Crane,Texas,55.0,1213
DeWitt,Texas,340.0,5285
Johnson,Texas,2229.0,42094
Van Zandt,Texas,914.0,11759
Clallam,Washington,1127.0,15165
Monongalia,West Virginia,989.0,30369
Tucker,West Virginia,111.0,1463
Bayfield,Wisconsin,219.0,2567
Calumet,Wisconsin,403.0,11961
Columbia,Wisconsin,661.0,13770
Eau Claire,Wisconsin,1034.0,25272
Ozaukee,Wisconsin,732.0,18303
Sauk,Wisconsin,769.0,15368
Walworth,Wisconsin,1148.0,22368
Cullman,Alabama,1501.0,20344
Jackson,Alabama,1126.0,12476
Lamar,Alabama,290.0,3034
Lauderdale,Alabama,1553.0,21159
Washington,Alabama,313.0,3458
Yuma,Arizona,1994.0,51338
Amador,California,529.0,8073
Imperial,California,1636.0,48043
Broomfield,Colorado,462.0,19680
Park,Colorado,205.0,3489
San Miguel,Colorado,nan,2540
New London,Connecticut,3075.0,64700
Monroe,Florida,1189.0,18851
Carroll,Georgia,1826.0,29783
Chatham,Georgia,3789.0,82867
Dawson,Georgia,377.0,5611
Douglas,Georgia,1724.0,37779
Heard,Georgia,245.0,2772
Lamar,Georgia,352.0,4147
Lincoln,Georgia,146.0,1683
Miller,Georgia,154.0,1405
Monroe,Georgia,452.0,6317
